id,composition,log_conductivity,li_count,mean_electronegativity,anion_electronegativity,cation_anion_en_diff,mean_ionic_radius,anion_ionic_radius,radius_std,anion_polarizability,mean_atomic_mass,n_elements,mean_atomic_number,anion_halide,anion_mixed,anion_other,anion_oxide,anion_sulfide,cell_volume,vol_per_atom,vol_per_li,ba_ratio,ca_ratio,density,spacegroup_num,n_sym_ops,avg_li_coord_num,avg_li_anion_dist,std_li_anion_dist,min_li_li_dist,csys_cubic,csys_hexagonal,csys_monoclinic,csys_orthorhombic,csys_tetragonal,csys_triclinic,csys_trigonal,csys_unknown
y2l,Li5AlS4,-8.853871964321762,5.0,1.6830000000000005,2.58,1.495,1.1975,1.7,0.4153989046687533,5.5,18.99465386,3,9.2,False,False,False,False,True,335.85365063074823,16.792682531537412,33.585365063074825,1.2541447958007936,1.0975387274356676,1.87828030309666,11.0,4.0,4.8,2.604985354562623,0.21004102918098572,2.8768838274491713,False,False,True,False,False,False,False,False
pe2,Li17Sb13S28,-8.978810700930062,17.0,1.992241379310345,2.58,1.1363333333333334,1.286206896551724,1.7,0.3997621171362603,5.5,44.805120689655176,3,20.03448275862069,False,False,False,False,True,1183.3742034466775,17.929912173434506,65.74301130259319,0.9099671636632156,0.7246853839023395,3.6465539676432863,12.0,8.0,10.444444444444445,3.103339443396344,0.4658160298756059,3.125748388087997,False,False,True,False,False,False,False,False
opo,Li0.6[Li0.2Sn0.8S2],-3.9208187539523753,0.8,2.086666666666667,2.58,1.11,1.3288888888888888,1.7,0.0,5.5,45.73633333333333,3,20.666666666666668,False,False,False,False,True,438.7435098381869,15.669411065649532,27.421469364886683,0.1925170422022168,0.33975126190352295,3.7175894951238235,12.0,8.0,10.25,3.0721421334695336,0.5927111295085629,2.09838032187269,False,False,True,False,False,False,False,False
lkm,Li6Ge2O7,-6.070581074285707,6.0,2.265333333333333,3.44,2.2025,1.064,1.26,0.1835864918778067,1.2,19.92812,3,9.2,False,False,False,True,False,608.0867497220894,10.134779162034823,25.336947905087058,0.6571676372196754,1.9817061974972123,3.26513496752721,14.0,4.0,4.0,2.035920167238618,0.2382475571739981,2.211845720834934,False,False,True,False,False,False,False,False
bv2,LiYO2,-7.744727494896693,1.0,2.27,3.44,2.34,1.115,1.26,0.1532155344604456,1.2,31.9614125,3,14.5,False,False,False,True,False,205.98654278615282,12.874158924134552,51.496635696538206,1.0106209150326797,1.0147058823529413,4.122457588637062,14.0,4.0,5.0,2.3443537950977174,0.3421196957450392,3.3654418180288923,False,False,True,False,False,False,False,False
be9,LiGaBr4,-5.154901959985743,1.0,2.438333333333333,2.96,1.565,1.4900000000000002,1.82,0.4684371178006001,4.2,66.04666666666667,3,29.0,True,False,False,False,False,695.1124394445834,28.963018310190975,173.77810986114585,0.924217907227616,1.8468176914778855,3.7866588764109053,14.0,4.0,6.0,2.8090775781379036,0.09755892211627547,,False,False,True,False,False,False,False,False
n27,LiBO2,-8.0,1.0,2.475,3.44,1.93,0.9575,1.26,0.3485953958387862,1.2,12.4377,3,6.0,False,False,False,True,False,148.71647847399154,9.294779904624471,37.179119618497886,0.7447390932420871,1.104191616766467,2.222030751608283,14.0,4.0,5.0,2.0848525033197003,0.21366975082797618,2.5838549365696974,False,False,True,False,False,False,False,False
goi,LiClC3H7NO,-3.795880017344075,1.0,2.405,3.44,1.2554545454545454,0.932142857142857,1.67,0.3812044552922931,1.9,8.249127142857143,6,4.285714285714286,False,True,False,False,False,588.4725352860023,10.508438130107184,147.11813382150058,1.0943654735399897,2.7335160130159273,1.3035236764593274,14.0,4.0,4.0,2.1474501796047893,0.18703581876035566,2.8154031968215647,False,False,True,False,False,False,False,False
lrh,Li2.5V2(PO4)3,-6.721246399047171,2.5,2.7466666666666666,3.44,1.8026666666666664,1.0497435897435896,1.26,0.2819520400858757,1.2,20.725619794871797,4,9.974358974358974,False,False,False,True,False,882.4898387476941,11.031122984346176,73.54081989564118,1.0065467213785524,1.72110642513941,3.0418760546554653,14.0,4.0,4.0,2.071586275452927,0.38318385472037664,2.784358095338339,False,False,True,False,False,False,False,False
1xt,LiSbO2,-10.0,1.0,2.4775,3.44,1.925,1.08,1.26,0.18,1.2,40.17495,3,17.5,False,False,False,True,False,483.5105096432813,15.10970342635254,60.43881370541016,3.6780638516992785,1.1487332646755921,4.415180906235148,14.0,4.0,4.5,2.1419691376288,0.26272672996992413,2.927448056342845,False,False,True,False,False,False,False,False
kbo,Li2Sr2Al(PO4)3,-10.0,2.0,2.666,3.44,1.935,1.09875,1.26,0.2716425730624712,1.2,25.05088123,5,11.8,False,False,False,True,False,942.5212899663629,11.781516124579536,117.81516124579537,4.466734074823053,1.9893625460060667,3.5307821636389143,14.0,4.0,5.5,2.1583938783786634,0.2654923693669775,,False,False,True,False,False,False,False,False
5zv,Li4Zn(PO4)2,-17.255707016877324,4.0,2.498,3.44,2.0185714285714287,1.048,1.26,0.2467711490429949,1.2,18.8743816,4,9.066666666666666,False,False,False,True,False,651.5387921682143,10.858979869470238,40.72117451051339,1.2613357307356003,0.998225347602803,2.8862423934149715,14.0,4.0,4.25,2.0242600673286066,0.18321187358347005,2.6819137956517918,False,False,True,False,False,False,False,False
5bz,Li3BN2,-7.060480747381382,3.0,1.8433333333333333,3.04,1.795,0.9583333333333334,1.32,0.308891386880387,1.5,9.941233333333336,3,4.666666666666667,False,False,True,False,False,228.08303626120775,9.503459844216989,19.006919688433978,1.3751698963147063,1.3185507358937518,1.7370312090385764,14.0,4.0,4.333333333333333,2.266590731131113,0.299436116465124,2.417189745858372,False,False,True,False,False,False,False,False
883,LiAlH4,-8.060480747381382,1.0,1.8983333333333332,2.2,0.9050000000000002,0.9291666666666668,1.0,0.1193879065157866,1.0,6.3257164333333336,3,3.333333333333333,False,False,True,False,False,275.1954858531532,11.466478577214716,68.7988714632883,1.6172752517925975,1.6365068180876197,0.916070195895381,14.0,4.0,,,,3.2063372555254346,False,False,True,False,False,False,False,False
uu4,LiVO3,-8.688246138944246,1.0,2.586,3.44,2.135,1.072,1.26,0.2405327420539665,1.2,21.17614,3,10.0,False,False,False,True,False,471.2258089371772,11.78064522342943,58.90322611714715,0.8283217024124727,0.5791804876128231,2.9848796166941294,15.0,8.0,6.0,2.282199502419315,0.20965064850128756,3.224802264069999,False,False,True,False,False,False,False,False
tws,Li6Zr2O7,-9.2839966563652,6.0,2.1746666666666665,3.44,2.3725,1.0626666666666666,1.26,0.1850213200928176,1.2,22.405986666666664,3,10.266666666666667,False,False,False,True,False,628.0342495287971,10.467237492146618,26.168093730366547,0.5738505747126437,0.9773946360153257,3.5545210725958594,15.0,8.0,5.0,2.139988898475788,0.23903374400690466,2.1899543149828595,False,False,True,False,False,False,False,False
l9v,Li3AlF6,-6.301029995663981,3.0,2.843,3.98,2.8425,1.0515,1.19,0.1804722970430641,1.0,16.17949578,3,7.6,True,False,False,False,False,1171.520495399104,9.762670794992534,32.542235983308444,0.5905922118160694,0.6943877191747061,2.7519810328846397,15.0,8.0,5.333333333333333,2.0263861703208756,0.21786388018428102,2.231290943709248,False,False,True,False,False,False,False,False
t0h,Li2ZrO3,-9.214670164989233,2.0,2.268333333333333,3.44,2.3433333333333333,1.0733333333333337,1.26,0.187142251301576,1.2,25.517366666666664,3,11.666666666666666,False,False,False,True,False,244.40354436716396,10.183481015298499,30.550443045895495,1.666488193046914,0.9998707604822482,4.160913564065291,15.0,8.0,6.0,2.18073918400299,0.06914706282482784,2.9126110428959984,False,False,True,False,False,False,False,False
4kt,Li2CrCl4,-10.0,2.0,2.322857142857143,3.16,1.9533333333333331,1.3457142857142856,1.67,0.3746563050834397,3.0,29.67001428571429,3,14.0,True,False,False,False,False,570.991755151076,20.392562683966997,71.3739693938845,1.0009840582562488,0.732729777602834,2.415989528161591,15.0,8.0,5.0,2.5178720810360202,0.25320699882556963,3.6539375488872206,False,False,True,False,False,False,False,False
xas,Li2SnS3,-4.823908740944319,2.0,1.9433333333333331,2.58,1.2733333333333334,1.288333333333333,1.7,0.4123274049695082,5.5,38.131166666666665,3,17.333333333333332,False,False,False,False,True,866.6503909563083,18.055216478256423,54.16564943476927,1.7332249390282033,1.939340879244575,3.50692510775227,15.0,8.0,8.0,2.9143590487304127,0.47200086447181994,3.5930099641542426,False,False,True,False,False,False,False,False
kfp,Li2BaP2O7,-16.796203144042632,2.0,2.6091666666666664,3.44,1.994,1.1058333333333332,1.26,0.2816161197248639,1.2,27.096027000000003,4,12.333333333333334,False,False,False,True,False,1230.3720043757173,12.816375045580388,76.89825027348233,1.7186231985448437,1.961102560514901,3.5106659477421385,15.0,8.0,5.0,2.154237873985435,0.26615016455091506,3.0595357104714687,False,False,True,False,False,False,False,False
qy4,Li3Na5(TiS4)2,-5.055517327849832,3.0,1.7394444444444446,2.58,1.513,1.3105555555555557,1.7,0.3705884543117012,5.5,27.11254702222222,4,13.11111111111111,False,False,False,False,True,1487.205700583289,20.655634730323456,123.93380838194075,0.548426184557096,0.6871881808821103,2.1796204365599556,15.0,8.0,6.0,2.7499340835581583,0.34888449475372474,3.321975946856905,False,False,True,False,False,False,False,False
00x,LiGd(PO3)4,-10.0,1.0,2.901111111111111,3.44,1.6166666666666667,1.078611111111111,1.26,0.2809893511008892,1.2,26.67104711111111,4,12.38888888888889,False,False,False,True,False,904.1744062325812,12.557977864341405,226.0436015581453,0.4307945807396558,0.5905651165629195,3.5267075810639326,15.0,8.0,6.0,2.3265325562815544,0.3065291436430451,,False,False,True,False,False,False,False,False
9wf,Li3ErI6,-3.1870866433571443,3.0,2.014,2.66,1.6150000000000002,1.609,2.06,0.5535060975273894,6.400000000000001,94.950882,3,39.5,True,False,False,False,False,1330.815345318829,30.24580330270066,66.54076726594145,1.7318224740321055,1.9155537569135301,4.73903910843887,15.0,8.0,6.0,3.0188584868356703,0.11388305368732801,3.892481599999998,False,False,True,False,False,False,False,False
dmq,Li3AlS3,-7.882728704344236,3.0,1.7557142857142856,2.58,1.4425,1.2107142857142856,1.7,0.4300866073198726,5.5,20.571362657142856,3,10.0,False,False,False,False,True,1013.6256309335488,14.078133762965955,21.117200644448932,0.8366758595740906,0.46281132564332306,1.8358657872986566,15.0,8.0,5.0,2.6178059931458497,0.30121809973664165,0.3406340263564766,False,False,True,False,False,False,False,False
uox,Li3.7Zn0.7Ga0.3(PO4)2,-11.24795155218056,3.7,2.532244897959184,3.44,1.991641791044776,1.0485714285714287,1.26,0.2565497056698564,1.2,19.20596081632653,5,9.210884353741497,False,False,False,True,False,324.76710284036403,10.148971963761376,27.063925236697003,1.3120406551800936,2.0543823773561987,2.8870907538796966,19.0,4.0,4.333333333333333,2.07102430401686,0.23566511350082553,2.6282916117585007,False,False,False,True,False,False,False,False
joc,Li3PS4,-6.585026652029182,3.0,1.93125,2.58,1.2975,1.26,1.7,0.4507771067833858,5.5,22.50709525,3,11.0,False,False,False,False,True,309.12799096150786,19.32049943509424,51.52133182691798,0.8478157931266208,0.7960909618086501,1.9034136658871528,31.0,4.0,4.0,2.4547282502659544,0.16496725439100418,3.5059041910223994,False,False,False,True,False,False,False,False
mq1,Li3SbS4,-8.318758762624412,3.0,1.91375,2.58,1.3325,1.3,1.7,0.3999999999999999,5.5,33.855374999999995,3,15.5,False,False,False,False,True,347.44308485292,21.7151928033075,57.907180808819994,0.8588611965597338,0.8007282315274028,2.5888866559763946,31.0,4.0,4.0,2.4407411632586506,0.2099635209489077,3.54882302503,False,False,False,True,False,False,False,False
h6c,Li3VO4,-13.036212172654444,3.0,2.29125,3.44,2.2975,1.0525,1.26,0.2181599184084922,1.2,16.9702625,3,8.0,False,False,False,True,False,170.42491679066,10.65155729941625,28.404152798443334,0.8609051676441297,0.7820073033086202,2.6456022437791655,31.0,4.0,4.666666666666667,2.108176483089237,0.3152156697014587,3.0058539280561694,False,False,False,True,False,False,False,False
bsa,LiGaO2,-13.619788758288394,1.0,2.4175,3.44,2.045,1.045,1.26,0.2206241147291021,1.2,27.1657,3,12.5,False,False,False,True,False,172.34867080799998,10.771791925499999,43.087167701999995,1.1795631247686043,0.9268789337282487,4.187762490823101,33.0,4.0,4.0,2.020359411427581,0.0982972972684348,3.0237428082626954,False,False,False,True,False,False,False,False
mde,LiB6O9F,-10.0,1.0,2.832941176470588,3.98,2.091428571428572,0.934705882352941,1.26,0.3963527491138466,1.18,13.811764894117646,4,6.705882352941177,False,True,False,False,False,704.7030313183026,10.363279872327979,176.17575782957564,1.114467470886754,1.409375020410296,2.213100051332301,33.0,4.0,5.0,2.087553578388649,0.1244518432409804,3.8615869729051187,False,False,False,True,False,False,False,False
1e9,Li3SbS3,-9.0,3.0,1.8185714285714287,2.58,1.3325,1.2428571428571429,1.7,0.3958973274443148,5.5,34.11114285714286,3,15.428571428571429,False,False,False,False,True,545.763024821616,19.491536600772,45.480252068468,0.8520415207541011,1.266608929221423,2.906024628020022,33.0,4.0,6.333333333333333,2.8356386861583864,0.43135103230659855,2.7460704220483763,False,False,False,True,False,False,False,False
an2,Li6SiO4Cl2,-10.0,6.0,2.143076923076923,3.44,2.3285714285714283,1.1015384615384616,1.67,0.3169286780685025,1.8,15.741161538461538,4,7.538461538461538,False,True,False,False,False,636.17328851472,12.234101702206154,26.50722035478,0.5775065586859814,0.9460666894794874,2.1365535746758315,33.0,4.0,4.0,2.200186489109064,0.3328716215590898,2.60755969688539,False,False,False,True,False,False,False,False
tka,LiSi2N3,-7.209714835966758,1.0,2.316666666666667,3.04,1.446666666666667,0.99,1.32,0.3511409973215887,1.5,17.52201666666667,3,8.666666666666666,False,False,True,False,False,232.61112547199997,9.692130227999998,58.15278136799999,0.577182669279338,0.519921619856303,3.002022523099283,36.0,8.0,13.0,2.675019297355367,0.37293757623322676,3.0235353418304527,False,False,False,True,False,False,False,False
cdk,Li2(PO2N),-10.0,2.0,2.345,3.44,2.056666666666666,1.0366666666666668,1.32,0.2664374014452342,1.3,15.143543666666666,4,7.333333333333333,False,False,False,True,False,229.46682554364799,9.561117730985332,28.683353192955998,0.5954108410885193,0.5166497596259868,2.63007386875933,36.0,8.0,4.0,2.0191123615890283,0.15103868802892503,2.697018537016247,False,False,False,True,False,False,False,False
fwz,Li2SiS3,-5.698970004336019,2.0,1.9333333333333331,2.58,1.2933333333333334,1.24,1.7,0.4753945729601885,5.5,23.027083333333334,3,11.333333333333334,False,False,False,False,True,467.7778778666141,19.490744911108923,58.472234733326765,1.7244474202017788,0.8843022571055522,1.961821966921482,36.0,8.0,6.0,2.670779871406888,0.3989768607987813,2.244798498007973,False,False,False,True,False,False,False,False
cy2,La0.64Li0.08TiO3,-3.474955192963155,0.08,2.678474576271187,3.44,2.089767441860465,1.13285593220339,1.26,0.2230015414744929,1.2,39.26270779661017,4,17.52542372881356,False,False,False,True,False,116.644159789014,11.664415978901399,,1.0029763445312905,2.0161757854961437,5.260597783732518,47.0,8.0,,,,,False,False,False,True,False,False,False,False
5tl,La0.62Li0.14TiO3,-3.354577730650908,0.14,2.6636974789915966,3.44,2.0995454545454546,1.1297563025210084,1.26,0.2230015414744929,1.2,38.43662424369748,4,17.176470588235293,False,False,False,True,False,116.62362959557501,11.662362959557502,,1.002638727202173,2.013840382874143,5.182411936367078,123.0,16.0,,,,,False,False,False,False,True,False,False,False
u2y,La0.595Li0.215TiO3,-3.0690509688324767,0.215,2.6455717255717257,3.44,2.111160220994475,1.125954261954262,1.26,0.2230015414744929,1.2,37.42334088357588,4,16.748440748440746,False,False,False,True,False,116.18545170031803,11.618545170031803,,1.0004397992445802,2.01083975785171,5.102693869251904,47.0,8.0,,,,,False,False,False,True,False,False,False,False
5z0,Li5AlO4,-9.30102999566398,5.0,2.027,3.44,2.3549999999999995,1.0215,1.26,0.2052809051032267,1.2,12.56841386,3,6.0,False,False,False,True,False,741.4686676799998,9.268358345999998,18.536716691999995,1.019336090309601,1.0156477031407176,2.2517841315331486,61.0,8.0,4.0,2.000801142723145,0.18074625105597383,2.203850945885492,False,False,False,True,False,False,False,False
472,Li14Nd5(Si11N19O5)O2F2,-9.769551078621726,14.0,2.2434482758620686,3.98,2.636,1.0419827586206898,1.32,0.2916072282451239,1.3892857142857142,26.61111045517241,6,12.120689655172416,False,True,False,False,False,1320.272565519,11.381660047577586,47.15259162567857,2.2488346136169657,1.3292626879390717,3.8824554936135325,59.0,8.0,6.714285714285714,2.40431180528937,0.36433051468523364,2.326387356989999,False,False,False,True,False,False,False,False
9zk,Li5GaO4,-8.301029995663981,5.0,2.047,3.44,2.3216666666666663,1.03,1.26,0.1920937271229854,1.2,16.84256,3,7.8,False,False,False,True,False,767.6240489239999,9.595300611549998,19.190601223099996,1.0118759621728612,1.0086870464042226,2.914731912303412,61.0,8.0,4.0,2.0329971034970207,0.13895051154567858,2.2838971604747775,False,False,False,True,False,False,False,False
dnt,Li2CrTi(PO4)3,-6.355561410532162,2.0,2.7900000000000005,3.44,1.7642857142857142,1.0707894736842103,1.26,0.2649541328622289,1.2,20.982062421052632,5,10.157894736842104,False,False,False,True,False,905.6125541852019,11.915954660331604,113.20156927315024,0.9845396844082105,1.677788936584155,2.923939826043821,14.0,4.0,4.0,1.9874071679274081,0.027562288702559324,,False,False,True,False,False,False,False,False
c6h,Li2FeTi(PO4)3,-6.476253533188435,2.0,2.7989473684210524,3.44,1.74,1.069736842105263,1.26,0.2655107971053181,1.2,21.18463610526316,5,10.263157894736842,False,False,False,True,False,913.5581535001203,12.020502019738425,114.19476918751504,0.9833952662661347,1.6778785853028804,2.926493074571954,14.0,4.0,4.0,1.9844153181580064,0.03019591149446504,,False,False,True,False,False,False,False,False
vzu,Li2FeZr(PO4)3,-6.841637507904751,2.0,2.787894736842105,3.44,1.7699999999999998,1.0757894736842106,1.26,0.2592766413144499,1.2,23.46658347368421,5,11.210526315789474,False,False,False,True,False,972.9260439636954,12.801658473206519,121.61575549546193,1.0170281666493004,1.4081124663916267,3.043916438927202,33.0,4.0,4.0,1.996504887492064,0.05893229418612112,,False,False,False,True,False,False,False,False
nhq,Li3PS4,-6.049148541111453,3.0,1.93125,2.58,1.2975,1.26,1.7,0.4507771067833858,5.5,22.50709525,3,11.0,False,False,False,False,True,645.2178322338,17.92271756205,40.3261145146125,0.6411966612060223,0.47769716826585534,1.8535835371387441,62.0,8.0,3.75,2.5036886191160646,0.4052658732777445,2.876830430386894,False,False,False,True,False,False,False,False
w7d,Li3PO4,-17.3767507096021,3.0,2.36125,3.44,2.1575,1.04,1.26,0.2408318915758459,1.2,14.47429525,3,7.0,False,False,False,True,False,314.59428050044795,9.831071265638998,26.216190041703996,0.584187282529729,0.47038580659962526,2.4448131956600094,62.0,8.0,4.333333333333333,2.0481727879716733,0.24074993144690957,2.751861881100213,False,False,False,True,False,False,False,False
fj5,Li6.5O8P1.5Si0.5,-6.347753658996677,6.5,2.310606060606061,3.44,2.1923529411764706,1.0345454545454549,1.26,0.2163782696010751,1.2,14.158490484848484,4,6.848484848484849,False,False,False,True,False,319.9305369731954,5.713045303092775,8.88695936036654,0.5809733542215513,0.4721994476466078,2.423773161848383,62.0,8.0,5.888888888888889,2.235173538878537,0.34737283946535585,0.8347374145546659,False,False,False,True,False,False,False,False
gxz,Li4Zn(PO4)2,-10.0,4.0,2.498,3.44,2.0185714285714287,1.048,1.26,0.2467711490429949,1.2,18.8743816,4,9.066666666666666,False,False,False,True,False,334.85454198471,10.464204437022188,27.904545165392502,0.6314251031803837,0.4856673949987861,2.8079339640496093,62.0,8.0,4.333333333333333,2.065063059295604,0.21913076951842894,2.7202372773700145,False,False,False,True,False,False,False,False
tbu,Li3.5Zn0.5Ga0.5(PO4)2,-10.0,3.5,2.5558620689655176,3.44,1.9723076923076923,1.0489655172413794,1.26,0.2565497056698564,1.2,19.43463613793104,5,9.310344827586206,False,False,False,True,False,324.2333287415542,10.132291523173569,27.019444061796182,0.6453205144089006,0.4892214981291969,2.8864620702428914,62.0,8.0,4.0,1.9879334413071934,0.16473019824497306,2.373632540067052,False,False,False,True,False,False,False,False
uxo,Li2.88PO3.73N0.14,-12.853871964321762,2.88,2.357316129032258,3.44,2.1481443298969074,1.0395612903225806,1.32,0.2565584187319181,1.2108527131782945,14.529360258064518,4,7.0270967741935495,False,False,False,True,False,314.95168190615,9.842240059567187,26.245973492179164,0.5841341102302036,0.4699111663005063,2.374725153002004,62.0,8.0,4.333333333333333,2.053355504342524,0.23365343317925927,2.562495172631737,False,False,False,True,False,False,False,False
e6b,Li4GeS4,-6.698970004336019,4.0,1.805555555555556,2.58,1.394,1.252222222222222,1.7,0.4006044815242134,5.5,25.40711111111111,3,12.0,False,False,False,False,True,670.4699907031786,16.761749767579467,33.52349953515893,0.5510543303615862,0.43721153435993687,2.2653094749687064,62.0,8.0,4.4,2.6239035537534434,0.360934295935153,0.5568653660227998,False,False,False,True,False,False,False,False
pbz,Li3.75Ge0.75V0.25O4,-5.247183568811729,3.75,2.2114285714285717,3.44,2.2631578947368425,1.0557142857142858,1.26,0.1781537973499416,1.2,17.97048285714286,4,8.342857142857143,False,False,False,True,False,351.28841681856,6.273007443188571,9.758011578293333,0.5737518355359764,0.4733021292217327,2.9731242492033036,62.0,8.0,4.111111111111111,2.01810003015598,0.21926214412038664,0.8150578062540734,False,False,False,True,False,False,False,False
7ek,Li3.70Ge0.85W0.15O4,-4.42021640338319,3.7,2.2354597701149426,3.44,2.22968085106383,1.0608620689655173,1.26,0.1781537973499416,1.2,20.574632183908047,4,9.35632183908046,False,False,False,True,False,354.1668244308,6.324407579121428,9.8379673453,0.5735966355823734,0.4718321448162369,3.357009301331756,62.0,8.0,3.4444444444444446,1.982983746240342,0.24427066529528368,1.093796396121393,False,False,False,True,False,False,False,False
kmv,Li4SnS4,-4.154901959985743,4.0,1.7999999999999998,2.58,1.404,1.247777777777778,1.7,0.4050179084594155,5.5,30.526,3,14.0,False,False,False,False,True,700.5513802559999,14.594820421999998,25.019692151999998,0.5764842166232261,0.4611931653634521,2.604842719139071,62.0,8.0,6.0,2.802626460669873,0.39236453655409,0.7006912000000003,False,False,False,True,False,False,False,False
9lo,Li3PO4,-12.756961951313706,3.0,2.36125,3.44,2.1575,1.04,1.26,0.2408318915758459,1.2,14.47429525,3,7.0,False,False,False,True,False,316.28180808,9.8838065025,26.356817340000003,0.5834127740705434,0.4696472831267874,2.431768848533078,62.0,8.0,4.333333333333333,2.036825671850157,0.2725795641246473,2.641977685162616,False,False,False,True,False,False,False,False
dth,Li4GeO4,-11.886056647693165,4.0,2.1877777777777774,3.44,2.254,1.0566666666666666,1.26,0.1820866704499688,1.2,18.266844444444445,3,8.444444444444445,False,False,False,True,False,345.606360638,9.60017668438889,21.600397539875,0.9473345351532321,0.7789080607777492,3.159609438773065,63.0,16.0,4.0,1.9878097050647388,0.11599875142318969,2.323669830239999,False,False,False,True,False,False,False,False
45e,Li2MgBr4,-9.10790539730952,2.0,2.1585714285714284,2.96,1.87,1.4200000000000002,1.82,0.4620451431253382,4.2,51.114714285714285,3,22.571428571428573,True,False,False,False,False,164.097142422941,23.442448917563002,82.0485712114705,1.7362158468468534,1.7362161599274448,3.6206959591376786,65.0,8.0,6.0,2.7383978218870584,0.0011634389425638182,3.86481958,False,False,False,True,False,False,False,False
