id,composition,log_conductivity,li_fraction,li_count,mean_electronegativity,anion_electronegativity,cation_anion_en_diff,en_std,mean_ionic_radius,anion_ionic_radius,radius_std,mean_atomic_mass,n_elements,mean_atomic_number,anion_halide,anion_mixed,anion_other,anion_oxide,anion_sulfide
86k,Li0.2Ca0.4TaO3,-8.452225294612177,0.04347826086956522,0.2,2.699130434782609,3.44,2.13,0.8400446416709054,1.1295652173913044,1.26,0.20784609690826528,53.557713043478266,4.0,22.956521739130434,False,False,False,True,False
kmv,Li4SnS4,-4.154901959985743,0.4444444444444444,4.0,1.7999999999999998,2.58,1.4040000000000001,0.7563655788630845,1.2477777777777779,1.7,0.40501790845941554,30.525999999999996,3.0,14.0,False,False,False,False,True
n7a,Li2.5Y0.5Zr0.5Cl6,-2.853871964321762,0.2631578947368421,2.5,2.3878947368421053,3.16,2.095714285714286,0.9439676901250382,1.391578947368421,1.67,0.3334197804570088,33.69846578947369,4.0,15.68421052631579,True,False,False,False,False
i6k,Sm0.52Li0.38TiO2.97,-6.698970004336019,0.07802874743326489,0.38,2.615523613963039,3.44,2.1132631578947367,0.8956685895029602,1.1088624229979467,1.26,0.24277332820738132,36.182751129363446,4.0,16.250513347022586,False,False,False,True,False
x94,Li4SiS4,-7.30715308072277,0.4444444444444444,4.0,1.7933333333333334,2.58,1.416,0.7551894537870025,1.2155555555555557,1.7,0.4463957166040789,20.456611111111112,3.0,10.0,False,False,False,False,True
e6e,Li3.2Ge0.2P0.8O4,-5.943095148663527,0.39024390243902446,3.2,2.3231707317073176,3.44,2.1804761904761905,1.217384281891268,1.043658536585366,1.26,0.17815379734994166,15.30680604878049,4.0,7.317073170731708,False,False,False,True,False
ylh,Li3.2Ge0.2V0.8O4,-4.721246399047171,0.39024390243902446,3.2,2.2685365853658537,3.44,2.287142857142857,1.217384281891268,1.0534146341463415,1.26,0.17815379734994166,17.25487804878049,4.0,8.097560975609758,False,False,False,True,False
eij,Li3.4Ge0.4P0.6O4,-5.346787486224656,0.4047619047619048,3.4,2.286904761904762,3.44,2.201363636363636,1.217384281891268,1.0471428571428572,1.26,0.17815379734994166,16.09967347619048,4.0,7.61904761904762,False,False,False,True,False
ldd,Li3.4Ge0.4V0.6O4,-6.051098239029787,0.4047619047619048,3.4,2.246904761904762,3.44,2.2777272727272724,1.217384281891268,1.0542857142857145,1.26,0.17815379734994166,17.525940476190478,4.0,8.190476190476192,False,False,False,True,False
efb,Li3.6Ge0.6P0.4O4,-4.958607314841775,0.41860465116279066,3.6,2.2523255813953487,3.44,2.2204347826086956,1.217384281891268,1.0504651162790697,1.26,0.17815379734994166,16.855663348837204,4.0,7.9069767441860455,False,False,False,True,False
lcm,Li3.6Ge0.6V0.4O4,-4.496209316942819,0.41860465116279066,3.6,2.2262790697674415,3.44,2.2691304347826087,1.217384281891268,1.0551162790697675,1.26,0.17815379734994166,17.784395348837204,4.0,8.27906976744186,False,False,False,True,False
mgs,Li3.8Ge0.8P0.2O4,-5.987162775294828,0.43181818181818177,3.8,2.2193181818181817,3.44,2.2379166666666666,1.217384281891268,1.0536363636363635,1.26,0.17815379734994166,17.577290045454543,4.0,8.181818181818182,False,False,False,True,False
31s,Li3.8Ge0.8V0.2O4,-5.567030709125595,0.43181818181818177,3.8,2.206590909090909,3.44,2.26125,1.217384281891268,1.055909090909091,1.26,0.17815379734994166,18.03110227272727,4.0,8.363636363636362,False,False,False,True,False
dku,Li3P0.4V0.6O4,-12.449771646944908,0.375,3.0,2.31925,3.44,2.2415000000000003,1.217384281891268,1.0475,1.26,0.17815379734994166,15.9718756,4.0,7.6,False,False,False,True,False
ndx,Li3P0.6V0.4O4,-12.494850021680094,0.375,3.0,2.33325,3.44,2.2135,1.217384281891268,1.045,1.26,0.17815379734994166,15.47268215,4.0,7.4,False,False,False,True,False
m0j,Li3P0.8V0.2O4,-12.688246138944246,0.375,3.0,2.34725,3.44,2.1855,1.217384281891268,1.0425,1.26,0.17815379734994166,14.9734887,4.0,7.2,False,False,False,True,False
9lo,Li3PO4,-12.756961951313706,0.375,3.0,2.36125,3.44,2.1574999999999998,1.1405967462254134,1.04,1.26,0.24083189157584592,14.47429525,3.0,7.0,False,False,False,True,False
dth,Li4GeO4,-11.886056647693165,0.4444444444444444,4.0,2.1877777777777774,3.44,2.254,1.161357230693446,1.0566666666666666,1.26,0.18208667044996882,18.266844444444445,3.0,8.444444444444445,False,False,False,True,False
45e,Li2MgBr4,-9.10790539730952,0.2857142857142857,2.0,2.1585714285714284,2.96,1.8699999999999999,0.9309968324547706,1.4200000000000002,1.82,0.46204514312533823,51.114714285714285,3.0,22.571428571428573,True,False,False,False,False
x2i,LiBiO2,-7.42021640338319,0.25,1.0,2.4699999999999998,3.44,1.94,1.0373523991392704,1.1475,1.26,0.147542366796795,61.98005,3.0,25.5,False,False,False,True,False
xz4,(Li0.5Ce0.5)(MoO4),-7.886056647693163,0.08333333333333333,0.5,2.828333333333333,3.44,1.835,0.5119999999999998,1.1425,1.26,0.18799999999999997,38.91101666666667,4.0,17.416666666666668,False,False,False,True,False
hja,(Li0.5Ce0.25Pr0.25)(MoO4),-9.0,0.08333333333333333,0.5,2.82875,3.44,1.8337499999999998,0.5119999999999998,1.1416666666666666,1.26,0.18799999999999997,38.94400208333334,5.0,17.458333333333332,False,False,False,True,False
3nb,(Li0.5Ce0.25Sm0.25)(MoO4),-9.744727494896694,0.08333333333333333,0.5,2.830416666666667,3.44,1.8287499999999999,0.5119999999999998,1.1403333333333334,1.26,0.18799999999999997,39.33785,5.0,17.583333333333332,False,False,False,True,False
qa9,Li3BN2,-9.795880017344077,0.5,3.0,1.8433333333333335,3.04,1.795,0.9254488400530607,0.9583333333333334,1.32,0.308891386880387,9.941233333333335,3.0,4.666666666666667,False,False,True,False,False
ihb,Li0.33La0.56Ti0.99Al0.01O2.99F0.01,-3.0087739243075053,0.06748466257668712,0.33,2.6187116564417177,3.98,2.6677777777777782,0.0,1.1200245398773006,1.26,0.0,35.94354368466258,6.0,16.120654396728018,False,True,False,False,False
3k7,Li0.33La0.56Ti0.98Al0.02O2.98F0.02,-2.9746941347352296,0.06748466257668713,0.33,2.619959100204499,3.98,2.6674074074074072,0.0,1.1197382413087935,1.26,0.0,35.906966060531694,6.0,16.10429447852761,False,True,False,False,False
1sz,Li0.33La0.56Ti0.97Al0.03O2.97F0.03,-3.032452023781138,0.06748466257668712,0.33,2.6212065439672805,3.98,2.667037037037037,0.0,1.1194519427402865,1.26,0.0,35.870388436400816,6.0,16.0879345603272,False,True,False,False,False
yh8,Li0.33La0.56Ti0.96Al0.04O2.96F0.04,-3.206209615309181,0.06748466257668713,0.33,2.6224539877300614,3.98,2.666666666666667,0.0,1.1191656441717792,1.26,0.0,35.83381081226994,6.0,16.07157464212679,False,True,False,False,False
coh,Li0.33La0.56Ti0.95Al0.05O2.95F0.05,-3.75448733218585,0.06748466257668713,0.33,2.623701431492843,3.98,2.6662962962962964,0.0,1.1188793456032722,1.26,0.0,35.79723318813907,6.0,16.055214723926383,False,True,False,False,False
1pw,Li0.33La0.56Ti0.94Al0.06O2.94F0.06,-3.9746941347352296,0.06748466257668713,0.33,2.624948875255624,3.98,2.665925925925926,0.0,1.118593047034765,1.26,0.0,35.76065556400818,6.0,16.038854805725975,False,True,False,False,False
bw3,Li0.33La0.56Ti0.93Al0.07O2.93F0.07,-3.1904402853647325,0.06748466257668712,0.33,2.6261963190184052,3.98,2.6655555555555557,0.0,1.1183067484662577,1.26,0.0,35.7240779398773,6.0,16.02249488752556,False,True,False,False,False
my5,Li0.33La0.56Ti0.92Al0.08O2.92F0.08,-3.306273051076353,0.06748466257668712,0.33,2.627443762781186,3.98,2.665185185185185,0.0,1.1180204498977504,1.26,0.0,35.68750031574642,6.0,16.006134969325153,False,True,False,False,False
hta,La0.565Li0.305TiO3,-3.0190880622231564,0.06262833675564682,0.305,2.624312114989733,3.44,2.12427807486631,0.8227241335952167,1.1214948665297741,1.26,0.22300154147449294,36.23486561601642,4.0,16.24640657084189,False,False,False,True,False
s3h,La0.5Li0.5TiO3,-3.0338582672609675,0.1,0.5,2.58,3.44,2.15,0.8227241335952167,1.1122,1.26,0.22300154147449294,33.757687,4.0,15.2,False,False,False,True,False
nua,Li(LaTiO4),-10.0,0.14285714285714285,1.0,2.4828571428571427,3.44,2.2333333333333334,1.1163936106398813,1.1224285714285716,1.26,0.19642799999916882,36.815867142857144,4.0,16.285714285714285,False,False,False,True,False
3rx,Li(NdTiO4),-10.0,0.14285714285714285,1.0,2.488571428571429,3.44,2.2199999999999998,1.1093811475828517,1.1154285714285714,1.26,0.19540716257003854,37.57822857142857,4.0,16.714285714285715,False,False,False,True,False
7e5,La0.65Li0.05(Mg0.5W0.5)O3,-6.7447274948966935,0.010638297872340425,0.05,2.748723404255319,3.44,1.9111764705882353,0.0,1.1525106382978723,1.26,0.0,51.63963946808511,5.0,22.170212765957448,False,False,False,True,False
sib,La0.63Li0.11(Mg0.5W0.5)O3,-5.167491087293763,0.02320675105485232,0.11,2.733291139240506,3.44,1.9251724137931037,0.0,1.1492320675105485,1.26,0.0,50.70562364978903,5.0,21.780590717299578,False,False,False,True,False
r99,La0.62 Li0.14(Mg0.5W0.5)O3,-4.920818753952375,0.029411764705882356,0.14,2.725672268907563,3.44,1.931931818181818,0.0,1.1476134453781515,1.26,0.0,50.24450239495798,5.0,21.588235294117645,False,False,False,True,False
